DATE,TIME,HOME TEAM,AWAY TEAM,HOME PER,DRAW PER,AWAY PER,UNDER 2.5,OVER 2.5,BTS,OTS,NAME,1X,12,X2,OVER 1.5
2026-7-24,18:00,CSKA Moscow , Baltika,38,34,28,85,15,17,83,PREMA,72.0,66.0,62.0,32
2026-7-24,18:00,Vasteras , Orgryte,50,28,22,43,57,58,42,PREMA,78.0,72.0,50.0,73
2026-7-24,18:30,DSV Leoben , ASK Voitsberg,16,36,48,18,82,44,56,PREMA,52.0,64.0,84.0,59
2026-7-24,18:30,Horn , Floridsdorfer AC,26,32,42,43,57,55,45,PREMA,58.0,68.0,74.0,70
2026-7-24,18:30,Osasuna , R. Santander,38,30,32,47,53,55,45,PREMA,68.0,70.0,62.0,70
2026-7-24,18:30,Lausanne, Stade Nyonnais,43,30,27,80,20,19,81,PREMA,73.0,70.0,57.0,34
2026-7-24,18:30,Neuchatel Xamax , Kriens,40,29,31,30,70,69,31,PREMA,69.0,71.0,60.0,84
2026-7-24,18:30,Rapperswil, Wil,33,31,36,80,20,19,81,PREMA,64.0,69.0,67.0,34
2026-7-24,19:00,Cacereno , Real Jaen,36,32,32,58,42,49,51,PREMA,68.0,68.0,64.0,64
2026-7-24,19:00,E. Braunschweig , Southampton,25,32,43,38,62,57,43,PREMA,57.0,68.0,75.0,72
2026-7-24,19:00,Ebbsfleet Utd , Cardiff Met,36,29,35,39,61,63,37,PREMA,65.0,71.0,64.0,78
2026-7-24,19:00,Galatasaray , Monza 1912,44,32,24,33,67,58,42,PREMA,76.0,68.0,56.0,73
2026-7-24,19:00,Nyiregyhaza Sp. , Ujpest,37,30,33,81,19,20,80,PREMA,67.0,70.0,63.0,35
2026-7-24,19:00,Volsungur Husavik , Grindavik,19,42,39,44,56,58,42,PREMA,61.0,58.0,81.0,73
2026-7-24,19:15,Arda Kardzhali , Slavia Sofia,42,33,25,91,9,57,43,PREMA,75.0,67.0,58.0,72
2026-7-24,19:15,Etoile Carouge , Aarau,30,30,40,80,20,19,81,PREMA,60.0,70.0,70.0,34
2026-7-24,19:15,Winterthur ,Sport,37,30,33,38,62,63,37,PREMA,67.0,70.0,63.0,78
2026-7-24,19:30,Carrick Rangers , Ballymena Utd,39,31,30,45,55,57,43,PREMA,70.0,69.0,61.0,72
2026-7-24,19:30,Pogon Szczecin , Legia Warszawa,33,32,35,83,17,19,81,PREMA,65.0,68.0,67.0,34
2026-7-24,19:30,Arges Pitesti , Petrolul,37,33,30,80,20,12,88,PREMA,70.0,67.0,63.0,27
2026-7-24,19:45,Cobh Ramblers , Bray Wanderers,32,31,37,48,52,54,46,PREMA,63.0,69.0,68.0,69
2026-7-24,19:45,Kerry , Finn Harps,39,33,28,52,48,54,46,PREMA,72.0,67.0,61.0,69
2026-7-24,19:45,Treaty United , Athlone Town,43,23,34,55,45,42,58,PREMA,66.0,77.0,57.0,57
2026-7-24,19:45,UC Dublin , Cork City,32,19,49,51,49,44,56,PREMA,51.0,81.0,68.0,59
2026-7-24,20:00,St Patrick's , Dundalk,40,30,30,50,50,56,44,PREMA,70.0,70.0,60.0,71
2026-7-24,20:00,2 de Mayo , Rubio Nu,35,34,31,86,14,16,84,PREMA,69.0,66.0,65.0,31
2026-7-24,20:00,Odra Opole , Arka Gdynia,32,31,37,51,49,55,45,PREMA,63.0,69.0,68.0,70
2026-7-24,20:15,Njardvik , HK Kopavogur,42,11,47,41,59,57,43,PREMA,53.0,89.0,58.0,72
2026-7-24,20:45,Gimnasia Mendoza , Central Cordoba,40,35,25,89,11,15,85,PREMA,75.0,65.0,60.0,30
2026-7-24,21:00,Vikingur R. , Keflavik,58,16,26,30,70,71,29,PREMA,74.0,84.0,42.0,86
2026-7-24,21:00,Alianza Atl. , Los Chankas CYC,41,33,26,41,59,59,41,PREMA,74.0,67.0,59.0,74
2026-7-24,22:30,Cerro Porteno , Sp. Trinidense,40,33,27,86,14,16,84,PREMA,73.0,67.0,60.0,31
2026-7-24,23:00,Racing Club , Gimnasia LP,40,35,25,78,22,33,67,PREMA,75.0,65.0,60.0,48
2026-7-24,23:00,Velez Sarsfield , Instituto ACC,37,35,28,78,22,33,67,PREMA,72.0,65.0,63.0,48
2026-7-24,23:00,HFX Wanderers , Supra du Quebec,38,30,32,41,59,62,38,PREMA,68.0,70.0,62.0,77
2026-7-24,23:00,Mont. City Torque , Danubio,48,27,25,40,60,70,30,PREMA,75.0,73.0,52.0,85
2026-7-24,23:30,Nacional M. , Progreso M.,43,34,23,48,52,48,52,PREMA,77.0,66.0,57.0,63
